クラス名,備考,,
床暖房,,,
,,,
,,,
,,,
EPC,Property name,Contents of property,Value range(decimal notation)
0x80,動作状態,ON／OFF の状態を示す。,ＯＮ＝0x30，ＯＦＦ＝0x31
0xE0,温度設定１,温度設定値を表す。,0x00～0x32（0～50℃）AUTO＝0x41
0xE1,温度設定２,温度設定レベルを15段階で表す,0x31～0x3F 0x31が最低、0x3Fが最高レベル AUTO＝0x41
0xE2,室内温度計測値,室内温度計測値,0x81～0x7D(-127～125℃)
0xE3,床温度計測値,床温度計測値,0x00～0x32（0～50℃）
0xE4,ゾーン切替え設定,制御の対象とする領域を設定し、対象可能な領域数を取得する。,b0.b7を各々ゾーン0～7に割当 各ビット1：制御有り、0：制御無し
0xE5,特殊運転設定,通常運転／ひかえめ運転／ハイパワー運転を設定し、設定状態を取得する,"通常運転＝0x41,ひかえめ運転＝0x42、ハイパワー運転＝0x43"
0xE6,デイリータイマー設定,デイリータイマー入／切 最大2種のタイマー使用可能,"タイマー切＝0x40,タイマー1＝0x41 タイマー2＝0x42"
0xE7,デイリータイマー１設定,デイリータイマー１の設定値,24時間を30分単位で分割、全6バイトを割当て、各ビット１：運転、０：停止
0xE8,デイリータイマー２設定,デイリータイマー２の設定値,24時間を30分単位で分割、全6バイトを割当て、各ビット１：運転、０：停止
0x90,ONタイマ予約設定,予約入／予約切,"予約入＝0x41,予約切＝0x42"
0x91,ONタイマ時刻設定値,タイマ値HH:MM,0～0x17:0～0x3B(=0～23):(=0～59）
0x92,ONタイマ相対時間設定値,タイマ値HH:MM,0～0x17:0～0x3B(=0～23):(=0～59)
0x94,OFFタイマ予約設定,予約入／予約切,"予約入＝0x41,予約切＝0x42"
0x95,OFFタイマ時刻設定値,タイマ値HH:MM,0～0x17:0～0x3B(=0～23):(=0～59）
0x96,OFFタイマ相対時間設定値,タイマ値HH:MM,0～0x17:0～0x3B(=0～23):(=0～59）
