クラス名,備考,,
オーブンレンジ,,,
,,,
,,,
,,,
EPC,Property name,Contents of property,Value range(decimal notation)
0x80,動作状態,ON／OFF の状態を示す。,ＯＮ＝0x30，ＯＦＦ＝0x31
0xB0,ドア開閉状態,ドア開／閉状態を取得する。,ドア開＝0x41，ドア閉＝0x42
0xB1,加熱状態,加熱動作の状態を取得する。,初期状態=0x40、運転中=0x41、一時停止中=0x42、完了報知中=0x43 設定中=0x44、予熱中=0x45、予熱完了保温中=0x46 加熱途中報知一時停止中=0x47
0xB2,加熱設定,加熱動作を設定し、現在状態を取得する。,"加熱開始・再開＝0x41,加熱一時停止＝0x42,加熱停止＝0x43"
0xE0,加熱モード設定,加熱モードを設定し、加熱モード設定の現在の状態を取得する。,電子レンジ加熱=0x41 解凍=0x42、オーブン=0x43、グリル=0x44、トースト=0x45、発酵=0x46、煮込み=0x47、スチーム加熱=0x48、電子レンジ２段加熱=0x51 未設定=0xFF
0xE1,自動加熱設定,自動加熱／マニュアル加熱を設定し、自動加熱設定の現在の状態を 取得する。,"自動＝0x41,マニュアル＝0x42 未設定＝0xFF"
0xE2,自動加熱レベル設定,自動加熱温度レベルを 5段階で設定し、自動加熱レベル設定の現在の状態を取得する。,0x31～0x35（弱～強） 未設定＝0xFF
0xD0,自動メニューコース設定,自動メニューコースを設定し、自動メニューコース設定の現在の状態を取得する。,0～0xFE：自動メニューコースコードプロパティの詳細説明に、定義されたコードを示す。 未設定=0xFF
0xD1,オーブンモード設定,オーブンモードを設定し、オーブンモード設定の現在の状態を取得する。,0x40:自動選択モード 0x41:対流オーブンモード 0x42:熱風オーブンモード 0x43:複合オーブンモード 0xFF:未設定
0xD5,オーブン予熱設定,オーブン加熱の予熱の有無を設定し、オーブン予熱設定の現在の状態を取得する。,予熱あり＝0x41 予熱なし＝0x42 未設定＝0xFF
0xD6,発酵モード設定,発酵モードを設定し、発酵モード設定の現在の状態を取得する。,0x40:自動選択モード 0x41:対流発酵モード 0x42:熱風発酵モード 0x43:複合発酵モード 0x51:電子レンジ発酵モード 0xFF:未設定
0xE3,庫内温度設定値,庫内温度設定値を(0.1℃単位で)設定し、庫内温度設定値の現在の 状態を取得する。,0xF554～0x7FFE(-2732～32766) (-273.2～3276.6℃) 0x8001:自動設定 0x8002:未設定
0xE4,仕上がり温度設定値,仕上がり温度設定値を(0.1℃単位で)設定し、仕上がり温度設定値の現在の状態を取得する。,0xF554～0x7FFE(-2732～32766) (-273.2～3276.6℃)未設定=0x8002
0xE5,加熱時間設定値,加熱時間をHH:MM:SSで設定し、加熱時間設定値の現在の状態を取得する。,0～0x17:0～0x3B:0～0x3B(=0～23):(0～59):(0～59)
0xE6,加熱残時間設定値,加熱残時間をHH:MM:SSで設定し、現在の加熱残時間を取得する。,0～0x17:0～0x3B:0～0x3B(=0～23):(0～59):(0～59)
0xE7,電子レンジ加熱出力設定値,電子レンジの加熱出力（1W単位）を設定し、電子レンジ加熱出力設定値の現在の状態を取得する。,0x0000～0xFFFD（0～65533）（0～65533W）
0xE8,途中報知パターン設定,途中報知時の報知内容と時間（加熱時間の1%単位）を４ヶ所設定し、途中報知パターン設定値の現在の状態を取得する。,1Byte目：報知内容プロパティの詳細説明に定義されたコードを示す。 2Byte目：報知時間0～0x64(=0～100%)
0xE9,付属品設定,付属品を設定し、付属品設定値の現在の状態を取得する。,使用する付属品の組み合わせを2バイトのビットマップで示す。使用する付属品に対応するビットパターンを１とする。プロパティの詳細説明に各付属品に対応するビットマップパターンを示す。
0xEA,表示文字列設定,機器の表示器に表示する文字列を設定する。（２０文字）,ShiftJISコード×20
0xEB,電子レンジ２段加熱時間設定値,電子レンジ２段加熱時の、第一段目と第二段目の加熱時間をHH:MM:SSで設定し、加熱時間設定値の現在の状態を取得する。始めの3バイトで 1段目の加熱時間を示し、次の3バイトで2段目の加熱時間を示す。,１段目の加熱時間（１～３Byte）：0～0x17:0～0x3B:0～0x3B(=0～23):(=0～59):(=0～59) ２段目の加熱時間（４～６Byte）：0～0x17:0～0x3B:0～0x3B(=0～23):(=0～59): (=0～59)
0xEC,電子レンジ２段 加熱出力設定値,電子レンジ２段加熱時の、第一段目と第二段目の電子レンジの加熱出力（1W 単位）を設定し、電子レンジ加熱出力設定値の現在の状態を取得する。始めの2バイトで1段目の加熱出力を示し、次の2バイトで2段目の加熱出力を示す。,１段目の加熱出力（１～２Byte）：0x0000～0xFFFD（0～65533）（0～65533W） ２段目の加熱出力（３～４Byte）：0x0000～0xFFFD（0～65533）（0～65533W）
