Class name,Remarks,Group code,Class code,Whether or not detailed requirements are provided,,,,,,,
Crime prevention sensor,,0x00,0x02,○,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
EPC,Property name,Contents of property,Value range(decimal notation),Unit,Data type,Data size,Access rule(Anno),Access rule(Set),Access rule(Get),Announcement at status change,Remark
0x80,Operation status,This  property  indicates  the  ON/OFF status.,"ON=0x30, OFF=0x31",-,unsigned char,1,-,optional,mandatory,mandatory,
0xB0,Detection threshold level,Specifies detection threshold level (8-step).,0x31.0x38,-,unsigned char,1,-,optional,optional,-,
0xB1,Invasion occurrence status,This property indicates invasion occurrence status.,Invasion occurrence status found = 0x41 Invasion occurrence status not found = 0x42,-,unsigned char,1,-,-,mandatory,mandatory,
0xBF,Invasion occurrence status resetting,Resets invasion occurrence status by setting 0x00.,Reset = 0x00,-,unsigned char,1,-,optional,-,-,
