Class name,Remarks,Group code,Class code,Whether or not detailed requirements are provided,,,,,,,
First-aid sensor,,0x00,0x04,○,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
EPC,Property name,Contents of property,Value range(decimal notation),Unit,Data type,Data size,Access rule(Anno),Access rule(Set),Access rule(Get),Announcement at status change,Remark
0x80,Operation status,This   property  indicates  the   ON/OFF status.,"ON=0x30, OFF=0x31",-,unsigned char,1,-,optional,mandatory,mandatory,
0xB0,Detection threshold level,Specifies detection threshold level (8-step).,0x31.0x38,-,unsigned char,1,-,optional,optional,-,
0xB1,First-aid occurrence status,This property indicates first-aid occurrence status.,First-air occurrence status found = 0x41 First-aid occurrence status not found = 0x42,-,unsigned char,1,-,-,mandatory,mandatory,
0xBF,First-aid occurrence status resetting,Resets first-aid occurrence status by setting 0x00.,Reset = 0x00,-,unsigned char,1,-,optional,-,-,
