Class name,Remarks,Group code,Class code,Whether or not detailed requirements are provided,,,,,,,
Electric vehicle,,0x02,0x7E,○,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
EPC,Property name,Contents of property,Value range(decimal notation),Unit,Data type,Data size,Access rule(Anno),Access rule(Set),Access rule(Get),Announcement at status change,Remark
0x80,Operation status,This property indicates the ON/OFF status.,"ON = 0x30, OFF = 0x31",-,unsigned char,1,-,optional,mandatory,mandatory,
0xC0,V2H stored electricity 1,This property indicates the V2H stored electricity of the vehicle battery in Wh.,"0x00000000.0x3B9AC9FF (0. 999,999,999Wh)",Wh,unsigned long,4,-,-,mandatory,-,
0xC1,V2H stored electricity 2,This property indicates the V2H stored electricity of the vehicle battery in increments of 0.1Ah.,"0x0000.0x7FFE (0.3,276.6Ah)",0.1Ah,unsigned short,2,-,-,mandatory,-,
0xC2,V2H remaining available capacity 1,This property indicates the V2H remaining available capacity of the vehicle battery in Wh.,"0x00000000.0x3B9AC9FF (0. 999,999,999Wh)",Wh,unsigned long,4,-,-,mandatory,-,
0xC3,V2H remaining available capacity 2,This property indicates the V2H remaining available capacity of the vehicle battery in increments of 0.1Ah.,"0x0000.0x7FFE (0.3,276.6Ah)",0.1Ah,unsigned short,2,-,-,mandatory,-,
0xC4,V2H remaining available capacity 3,This property indicates the V2H remaining available capacity (%) of the vehicle battery.,0x00.0x64 (0.100%),%,unsigned char,1,-,-,mandatory,-,
0xC5,Rated charge capacity,This property indicates the rated charge capacity in W.,"0x00000000.0x3B9AC9FF (0.999,999,999W)",W,unsigned long,4,-,-,mandatory,-,
0xC6,Rated discharge capacity,This property indicates the rated discharge capacity in W.,"0x00000000.0x3B9AC9FF (0.999,999,999W)",W,unsigned long,4,-,-,mandatory,-,
0xC7,Chargeable/discharge able status,This property indicates whether the electric vehicle charge/discharge system is chargeable or not.,Not chargeable nor dischargeable   = 0x40 Chargeable but not dischargeable = 0x41 Not chargeable but dischargeable = 0x42 Chargeable and dischargeable = 0x43,-,unsigned char,1,-,-,mandatory,mandatory,
0xC8,Minimum/maximum charge electric energy,This property indicates the minimum/maximum charge electric energy to the charge-discharge system of the electric vehicle in W.,"0x00000000.0x3B9AC9FF (0.999,999,999W) Minimum charge electric energy: Maximum charge electric energy",W,unsigned long ×2,8,-,-,optional,-,
0xC9,Minimum/maximum discharge electric energy,This property indicates the minimum/maximum discharge electric energy from the electric vehicle charge/discharge system in W.,"0x00000000.0x3B9AC9FF (0.999,999,999W) Minimum discharge electric energy: Maximum discharge electric energy",W,unsigned long ×2,8,-,-,optional,-,
